fecha;local;visitante;goles_local;goles_visita;torneo;ciudad;pais_x;neutral;difgol;gana_local;gana_visita;ranking_local;abrev_local;ranking_visitante;abrev_visitante;dif_ranking
4/7/1999;Uruguay;Ecuador;2;1;Copa América;Luque;Paraguay;1;1;1;0;74;URU;49;ECU;25
5/7/1999;Bolivia;Japon;1;1;Copa América;Pedro Juan Caballero;Paraguay;1;0;0;0;53;BOL;42;JPN;11
5/7/1999;Paraguay;Peru;1;0;Copa América;Pedro Juan Caballero;Paraguay;0;1;1;0;21;PAR;66;PER;-45
6/7/1999;Brasil;Chile;1;0;Copa América;Ciudad del Este;Paraguay;1;1;1;0;1;BRA;29;CHI;-28
7/7/1999;Colombia;Ecuador;2;1;Copa América;Luque;Paraguay;1;1;1;0;32;COL;49;ECU;-17
7/7/1999;Uruguay;Argentina;0;2;Copa América;Luque;Paraguay;1;-2;0;1;74;URU;8;ARG;66
10/7/1999;Paraguay;Uruguay;1;1;Copa América;Asunción;Paraguay;0;0;0;0;21;PAR;74;URU;-53
11/7/1999;Brasil;Argentina;2;1;Copa América;Ciudad del Este;Paraguay;1;1;1;0;1;BRA;8;ARG;-7
11/7/1999;Chile;Colombia;3;2;Copa América;Luque;Paraguay;1;1;1;0;29;CHI;32;COL;-3
13/7/1999;Uruguay;Chile;1;1;Copa América;Asunción;Paraguay;1;0;0;0;74;URU;29;CHI;45
18/7/1999;Brasil;Uruguay;3;0;Copa América;Asunción;Paraguay;1;3;1;0;1;BRA;74;URU;-73
25/8/1999;Bolivia;Venezuela;0;0;Friendly;Sucre;Bolivia;0;0;0;0;52;BOL;110;VEN;-58
4/9/1999;Argentina;Brasil;2;0;Friendly;Buenos Aires;Argentina;0;2;1;0;6;ARG;1;BRA;5
7/9/1999;Brasil;Argentina;4;2;Friendly;Porto Alegre;Brasil;0;2;1;0;1;BRA;6;ARG;-5
8/9/1999;Uruguay;Venezuela;2;0;Friendly;Montevideo;Uruguay;0;2;1;0;43;URU;110;VEN;-67
12/10/1999;Uruguay;Ecuador;0;0;Friendly;Montevideo;Uruguay;0;0;0;0;41;URU;60;ECU;-19
13/10/1999;Argentina;Colombia;2;1;Friendly;Córdoba;Argentina;0;1;1;0;8;ARG;26;COL;-18
3/11/1999;Bolivia;Paraguay;0;0;Copa Paz del Chaco;Buenos Aires;Argentina;1;0;0;0;57;BOL;18;PAR;39
17/11/1999;Uruguay;Paraguay;0;1;Friendly;Maldonado;Uruguay;0;-1;0;1;42;URU;18;PAR;24
23/2/2000;Colombia;Peru;2;1;Gold Cup;San Diego;USA;1;1;1;0;24;COL;44;PER;-20
16/3/2000;Venezuela;Bolivia;0;0;Friendly;Maracaibo;Venezuela;0;0;0;0;113;VEN;69;BOL;44
28/3/2000;Colombia;Brasil;0;0;FIFA World Cup qualification;Bogotá;Colombia;0;0;0;0;17;COL;1;BRA;16
29/3/2000;Argentina;Chile;4;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;3;1;0;7;ARG;24;CHI;-17
29/3/2000;Ecuador;Venezuela;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;72;ECU;113;VEN;-41
29/3/2000;Peru;Paraguay;2;0;FIFA World Cup qualification;Lima;Peru;0;2;1;0;43;PER;18;PAR;25
29/3/2000;Uruguay;Bolivia;1;0;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;44;URU;69;BOL;-25
26/4/2000;Bolivia;Colombia;1;1;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;69;BOL;17;COL;52
26/4/2000;Brasil;Ecuador;3;2;FIFA World Cup qualification;São Paulo;Brasil;0;1;1;0;1;BRA;71;ECU;-70
26/4/2000;Chile;Peru;1;1;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;23;CHI;39;PER;-16
26/4/2000;Paraguay;Uruguay;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;19;PAR;42;URU;-23
26/4/2000;Venezuela;Argentina;0;4;FIFA World Cup qualification;Maracaibo;Venezuela;0;-4;0;1;115;VEN;6;ARG;109
3/6/2000;Paraguay;Ecuador;3;1;FIFA World Cup qualification;Asunción;Paraguay;0;2;1;0;17;PAR;71;ECU;-54
3/6/2000;Uruguay;Chile;2;1;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;44;URU;22;CHI;22
4/6/2000;Argentina;Bolivia;1;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;5;ARG;67;BOL;-62
4/6/2000;Colombia;Venezuela;3;0;FIFA World Cup qualification;Bogotá;Colombia;0;3;1;0;18;COL;117;VEN;-99
4/6/2000;Peru;Brasil;0;1;FIFA World Cup qualification;Lima;Peru;0;-1;0;1;36;PER;1;BRA;35
18/6/2000;Japon;Bolivia;2;0;Kirin Cup;Yokohama;Japon;0;2;1;0;57;JPN;67;BOL;-10
28/6/2000;Brasil;Uruguay;1;1;FIFA World Cup qualification;Rio de Janeiro;Brasil;0;0;0;0;1;BRA;43;URU;-42
28/6/2000;Venezuela;Bolivia;4;2;FIFA World Cup qualification;San Cristóbal;Venezuela;0;2;1;0;115;VEN;67;BOL;48
29/6/2000;Chile;Paraguay;3;1;FIFA World Cup qualification;Santiago;Chile;0;2;1;0;23;CHI;17;PAR;6
29/6/2000;Colombia;Argentina;1;3;FIFA World Cup qualification;Bogotá;Colombia;0;-2;0;1;18;COL;5;ARG;13
29/6/2000;Ecuador;Peru;2;1;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;71;ECU;36;PER;35
18/7/2000;Paraguay;Brasil;2;1;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;19;PAR;1;BRA;18
18/7/2000;Uruguay;Venezuela;3;1;FIFA World Cup qualification;Montevideo;Uruguay;0;2;1;0;35;URU;113;VEN;-78
19/7/2000;Argentina;Ecuador;2;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;5;ARG;66;ECU;-61
19/7/2000;Bolivia;Chile;1;0;FIFA World Cup qualification;La Paz;Bolivia;0;1;1;0;72;BOL;22;CHI;50
19/7/2000;Peru;Colombia;0;1;FIFA World Cup qualification;Lima;Peru;0;-1;0;1;44;PER;17;COL;27
25/7/2000;Ecuador;Colombia;0;0;FIFA World Cup qualification;Quito;Ecuador;0;0;0;0;66;ECU;17;COL;49
25/7/2000;Venezuela;Chile;0;2;FIFA World Cup qualification;San Cristóbal;Venezuela;0;-2;0;1;113;VEN;22;CHI;91
26/7/2000;Brasil;Argentina;3;1;FIFA World Cup qualification;São Paulo;Brasil;0;2;1;0;1;BRA;5;ARG;-4
26/7/2000;Uruguay;Peru;0;0;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;35;URU;44;PER;-9
27/7/2000;Bolivia;Paraguay;0;0;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;72;BOL;19;PAR;53
15/8/2000;Chile;Brasil;3;0;FIFA World Cup qualification;Santiago;Chile;0;3;1;0;22;CHI;1;BRA;21
15/8/2000;Colombia;Uruguay;1;0;FIFA World Cup qualification;Bogotá;Colombia;0;1;1;0;17;COL;36;URU;-19
16/8/2000;Argentina;Paraguay;1;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;0;0;0;3;ARG;16;PAR;-13
16/8/2000;Ecuador;Bolivia;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;65;ECU;70;BOL;-5
16/8/2000;Peru;Venezuela;1;0;FIFA World Cup qualification;Lima;Peru;0;1;1;0;43;PER;113;VEN;-70
2/9/2000;Chile;Colombia;0;1;FIFA World Cup qualification;Santiago;Chile;0;-1;0;1;22;CHI;17;COL;5
2/9/2000;Paraguay;Venezuela;3;0;FIFA World Cup qualification;Asunción;Paraguay;0;3;1;0;16;PAR;113;VEN;-97
3/9/2000;Brasil;Bolivia;5;0;FIFA World Cup qualification;Rio de Janeiro;Brasil;0;5;1;0;1;BRA;70;BOL;-69
3/9/2000;Peru;Argentina;1;2;FIFA World Cup qualification;Lima;Peru;0;-1;0;1;43;PER;3;ARG;40
3/9/2000;Uruguay;Ecuador;4;0;FIFA World Cup qualification;Montevideo;Uruguay;0;4;1;0;36;URU;65;ECU;-29
7/10/2000;Colombia;Paraguay;0;2;FIFA World Cup qualification;Bogotá;Colombia;0;-2;0;1;17;COL;16;PAR;1
8/10/2000;Argentina;Uruguay;2;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;3;ARG;32;URU;-29
8/10/2000;Bolivia;Peru;1;0;FIFA World Cup qualification;La Paz;Bolivia;0;1;1;0;70;BOL;40;PER;30
8/10/2000;Ecuador;Chile;1;0;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;60;ECU;20;CHI;40
8/10/2000;Venezuela;Brasil;0;6;FIFA World Cup qualification;Maracaibo;Venezuela;0;-6;0;1;107;VEN;1;BRA;106
20/10/2000;Japon;Qatar;1;1;AFC Asian Cup;Beirut;Lebanon;1;0;0;0;49;JPN;96;QAT;-47
15/11/2000;Bolivia;Uruguay;0;0;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;66;BOL;36;URU;30
15/11/2000;Brasil;Colombia;1;0;FIFA World Cup qualification;São Paulo;Brasil;0;1;1;0;1;BRA;15;COL;-14
15/11/2000;Chile;Argentina;0;2;FIFA World Cup qualification;Santiago;Chile;0;-2;0;1;19;CHI;3;ARG;16
15/11/2000;Paraguay;Peru;5;1;FIFA World Cup qualification;Asunción;Paraguay;0;4;1;0;12;PAR;45;PER;-33
15/11/2000;Venezuela;Ecuador;1;2;FIFA World Cup qualification;Maracaibo;Venezuela;0;-1;0;1;111;VEN;58;ECU;53
27/3/2001;Colombia;Bolivia;2;0;FIFA World Cup qualification;Bogotá;Colombia;0;2;1;0;15;COL;66;BOL;-51
27/3/2001;Peru;Chile;3;1;FIFA World Cup qualification;Lima;Peru;0;2;1;0;48;PER;22;CHI;26
28/3/2001;Argentina;Venezuela;5;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;5;1;0;3;ARG;111;VEN;-108
28/3/2001;Ecuador;Brasil;1;0;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;53;ECU;1;BRA;52
28/3/2001;Uruguay;Paraguay;0;1;FIFA World Cup qualification;Montevideo;Uruguay;0;-1;0;1;34;URU;8;PAR;26
24/4/2001;Chile;Uruguay;0;1;FIFA World Cup qualification;Santiago;Chile;0;-1;0;1;28;CHI;39;URU;-11
24/4/2001;Ecuador;Paraguay;2;1;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;51;ECU;9;PAR;42
24/4/2001;Venezuela;Colombia;2;2;FIFA World Cup qualification;San Cristóbal;Venezuela;0;0;0;0;113;VEN;15;COL;98
25/4/2001;Bolivia;Argentina;3;3;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;70;BOL;3;ARG;67
25/4/2001;Brasil;Peru;1;1;FIFA World Cup qualification;São Paulo;Brasil;0;0;0;0;1;BRA;50;PER;-49
2/6/2001;Paraguay;Chile;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;10;PAR;32;CHI;-22
2/6/2001;Peru;Ecuador;1;2;FIFA World Cup qualification;Lima;Peru;0;-1;0;1;51;PER;45;ECU;6
3/6/2001;Argentina;Colombia;3;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;3;1;0;3;ARG;16;COL;-13
3/6/2001;Bolivia;Venezuela;5;0;FIFA World Cup qualification;La Paz;Bolivia;0;5;1;0;75;BOL;112;VEN;-37
4/6/2001;Japon;Brasil;0;0;Confederations Cup;Kashima;Japon;0;0;0;0;44;JPN;2;BRA;42
1/7/2001;Japon;Paraguay;2;0;Kirin Cup;Sapporo;Japon;0;2;1;0;33;JPN;10;PAR;23
1/7/2001;Uruguay;Brasil;1;0;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;40;URU;2;BRA;38
11/7/2001;Colombia;Venezuela;2;0;Copa América;Barranquilla;Colombia;0;2;1;0;18;COL;112;VEN;-94
11/7/2001;Ecuador;Chile;1;4;Copa América;Barranquilla;Colombia;1;-3;0;1;44;ECU;35;CHI;9
12/7/2001;Peru;Paraguay;3;3;Copa América;Cali;Colombia;1;0;0;0;57;PER;10;PAR;47
13/7/2001;Bolivia;Uruguay;0;1;Copa América;Medellín;Colombia;1;-1;0;1;66;BOL;40;URU;26
14/7/2001;Chile;Venezuela;1;0;Copa América;Barranquilla;Colombia;1;1;1;0;35;CHI;112;VEN;-77
14/7/2001;Colombia;Ecuador;1;0;Copa América;Barranquilla;Colombia;0;1;1;0;18;COL;44;ECU;-26
15/7/2001;Brasil;Peru;2;0;Copa América;Cali;Colombia;1;2;1;0;2;BRA;57;PER;-55
17/7/2001;Colombia;Chile;2;0;Copa América;Barranquilla;Colombia;0;2;1;0;18;COL;35;CHI;-17
17/7/2001;Ecuador;Venezuela;4;0;Copa América;Barranquilla;Colombia;1;4;1;0;44;ECU;112;VEN;-68
18/7/2001;Brasil;Paraguay;3;1;Copa América;Cali;Colombia;1;2;1;0;2;BRA;8;PAR;-6
23/7/2001;Colombia;Peru;3;0;Copa América;Armenia;Colombia;0;3;1;0;14;COL;53;PER;-39
14/8/2001;Chile;Bolivia;2;2;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;31;CHI;69;BOL;-38
14/8/2001;Venezuela;Uruguay;2;0;FIFA World Cup qualification;Maracaibo;Venezuela;0;2;1;0;116;VEN;30;URU;86
15/8/2001;Brasil;Paraguay;2;0;FIFA World Cup qualification;Porto Alegre;Brasil;0;2;1;0;2;BRA;8;PAR;-6
15/8/2001;Ecuador;Argentina;0;2;FIFA World Cup qualification;Quito;Ecuador;0;-2;0;1;50;ECU;3;ARG;47
16/8/2001;Colombia;Peru;0;1;FIFA World Cup qualification;Bogotá;Colombia;0;-1;0;1;14;COL;53;PER;-39
4/9/2001;Chile;Venezuela;0;2;FIFA World Cup qualification;Santiago;Chile;0;-2;0;1;35;CHI;110;VEN;-75
4/9/2001;Peru;Uruguay;0;2;FIFA World Cup qualification;Lima;Peru;0;-2;0;1;43;PER;24;URU;19
5/9/2001;Argentina;Brasil;2;1;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;3;ARG;2;BRA;1
5/9/2001;Colombia;Ecuador;0;0;FIFA World Cup qualification;Bogotá;Colombia;0;0;0;0;6;COL;47;ECU;-41
5/9/2001;Paraguay;Bolivia;5;1;FIFA World Cup qualification;Asunción;Paraguay;0;4;1;0;11;PAR;79;BOL;-68
6/10/2001;Bolivia;Ecuador;1;5;FIFA World Cup qualification;La Paz;Bolivia;0;-4;0;1;78;BOL;46;ECU;32
6/10/2001;Venezuela;Peru;3;0;FIFA World Cup qualification;San Cristóbal;Venezuela;0;3;1;0;104;VEN;44;PER;60
7/10/2001;Brasil;Chile;2;0;FIFA World Cup qualification;Curitiba;Brasil;0;2;1;0;2;BRA;37;CHI;-35
7/10/2001;Paraguay;Argentina;2;2;FIFA World Cup qualification;Asunción;Paraguay;0;0;0;0;11;PAR;3;ARG;8
7/10/2001;Uruguay;Colombia;1;1;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;21;URU;7;COL;14
7/11/2001;Bolivia;Brasil;3;1;FIFA World Cup qualification;La Paz;Bolivia;0;2;1;0;81;BOL;2;BRA;79
7/11/2001;Colombia;Chile;3;1;FIFA World Cup qualification;Bogotá;Colombia;0;2;1;0;8;COL;37;CHI;-29
7/11/2001;Ecuador;Uruguay;1;1;FIFA World Cup qualification;Quito;Ecuador;0;0;0;0;39;ECU;23;URU;16
8/11/2001;Argentina;Peru;2;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;3;ARG;45;PER;-42
8/11/2001;Venezuela;Paraguay;3;1;FIFA World Cup qualification;San Cristóbal;Venezuela;0;2;1;0;89;VEN;13;PAR;76
14/11/2001;Brasil;Venezuela;3;0;FIFA World Cup qualification;São Luís;Brasil;0;3;1;0;2;BRA;89;VEN;-87
14/11/2001;Chile;Ecuador;0;0;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;37;CHI;39;ECU;-2
14/11/2001;Paraguay;Colombia;0;4;FIFA World Cup qualification;Asunción;Paraguay;0;-4;0;1;13;PAR;8;COL;5
14/11/2001;Peru;Bolivia;1;1;FIFA World Cup qualification;Lima;Peru;0;0;0;0;45;PER;81;BOL;-36
14/11/2001;Uruguay;Argentina;1;1;FIFA World Cup qualification;Montevideo;Uruguay;0;0;0;0;23;URU;3;ARG;20
31/1/2002;Brasil;Bolivia;6;0;Friendly;Goiânia;Brasil;0;6;1;0;3;BRA;70;BOL;-67
13/2/2002;Paraguay;Bolivia;2;2;Friendly;Ciudad del Este;Paraguay;0;0;0;0;14;PAR;71;BOL;-57
7/5/2002;Venezuela;Colombia;0;0;Friendly;Caracas;Venezuela;0;0;0;0;83;VEN;4;COL;79
21/8/2002;Brasil;Paraguay;0;1;Friendly;Fortaleza;Brasil;0;-1;0;1;1;BRA;19;PAR;-18
21/8/2002;Venezuela;Bolivia;2;0;Friendly;Caracas;Venezuela;0;2;1;0;75;VEN;72;BOL;3
20/10/2002;Venezuela;Ecuador;2;0;Friendly;Caracas;Venezuela;0;2;1;0;80;VEN;31;ECU;49
20/11/2002;Japon;Argentina;0;2;Friendly;Saitama;Japon;0;-2;0;1;22;JPN;5;ARG;17
20/11/2002;Venezuela;Uruguay;1;0;Friendly;Caracas;Venezuela;0;1;1;0;77;VEN;23;URU;54
28/3/2003;Japon;Uruguay;2;2;Friendly;Tokyo;Japon;0;0;0;0;25;JPN;27;URU;-2
30/3/2003;Chile;Peru;2;0;Friendly;Santiago;Chile;0;2;1;0;77;CHI;85;PER;-8
2/4/2003;Peru;Chile;3;0;Friendly;Lima;Peru;0;3;1;0;85;PER;77;CHI;8
30/4/2003;Peru;Paraguay;0;1;Friendly;Lima;Peru;0;-1;0;1;78;PER;19;PAR;59
8/6/2003;Colombia;Ecuador;0;0;Friendly;Madrid;Spain;1;0;0;0;39;COL;33;ECU;6
8/6/2003;Japon;Argentina;1;4;Kirin Cup;Osaka;Japon;0;-3;0;1;23;JPN;5;ARG;18
11/6/2003;Ecuador;Peru;2;2;Friendly;East Rutherford;USA;1;0;0;0;33;ECU;81;PER;-48
11/6/2003;Japon;Paraguay;0;0;Kirin Cup;Saitama;Japon;0;0;0;0;23;JPN;19;PAR;4
22/6/2003;Japon;Colombia;0;1;Confederations Cup;Saint-Étienne;France;1;-1;0;1;23;JPN;39;COL;-16
26/6/2003;Peru;Venezuela;1;0;Friendly;Miami;USA;1;1;1;0;80;PER;55;VEN;25
16/7/2003;Argentina;Uruguay;2;2;Friendly;La Plata;Argentina;0;0;0;0;4;ARG;31;URU;-27
19/7/2003;Colombia;Brasil;0;2;Gold Cup;Miami;USA;1;-2;0;1;22;COL;1;BRA;21
24/7/2003;Peru;Uruguay;3;4;Friendly;Lima;Peru;0;-1;0;1;80;PER;31;URU;49
30/7/2003;Uruguay;Peru;1;0;Friendly;Montevideo;Uruguay;0;1;1;0;26;URU;71;PER;-45
20/8/2003;Argentina;Uruguay;3;2;Friendly;Florence;Italy;1;1;1;0;6;ARG;26;URU;-20
6/9/2003;Argentina;Chile;2;2;FIFA World Cup qualification;Buenos Aires;Argentina;0;0;0;0;6;ARG;73;CHI;-67
6/9/2003;Ecuador;Venezuela;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;37;ECU;60;VEN;-23
6/9/2003;Peru;Paraguay;4;1;FIFA World Cup qualification;Lima;Peru;0;3;1;0;71;PER;21;PAR;50
7/9/2003;Colombia;Brasil;1;2;FIFA World Cup qualification;Barranquilla;Colombia;0;-1;0;1;24;COL;1;BRA;23
7/9/2003;Uruguay;Bolivia;5;0;FIFA World Cup qualification;Montevideo;Uruguay;0;5;1;0;24;URU;114;BOL;-90
9/9/2003;Chile;Peru;2;1;FIFA World Cup qualification;Santiago;Chile;0;1;1;0;73;CHI;71;PER;2
9/9/2003;Venezuela;Argentina;0;3;FIFA World Cup qualification;Caracas;Venezuela;0;-3;0;1;60;VEN;6;ARG;54
10/9/2003;Bolivia;Colombia;4;0;FIFA World Cup qualification;La Paz;Bolivia;0;4;1;0;114;BOL;24;COL;90
10/9/2003;Brasil;Ecuador;1;0;FIFA World Cup qualification;Manaus;Brasil;0;1;1;0;1;BRA;37;ECU;-36
10/9/2003;Paraguay;Uruguay;4;1;FIFA World Cup qualification;Asunción;Paraguay;0;3;1;0;21;PAR;24;URU;-3
15/11/2003;Argentina;Bolivia;3;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;3;1;0;4;ARG;95;BOL;-91
15/11/2003;Colombia;Venezuela;0;1;FIFA World Cup qualification;Barranquilla;Colombia;0;-1;0;1;36;COL;67;VEN;-31
15/11/2003;Paraguay;Ecuador;2;1;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;24;PAR;35;ECU;-11
15/11/2003;Uruguay;Chile;2;1;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;22;URU;59;CHI;-37
16/11/2003;Peru;Brasil;1;1;FIFA World Cup qualification;Lima;Peru;0;0;0;0;72;PER;1;BRA;71
18/11/2003;Chile;Paraguay;0;1;FIFA World Cup qualification;Santiago;Chile;0;-1;0;1;59;CHI;24;PAR;35
18/11/2003;Venezuela;Bolivia;2;1;FIFA World Cup qualification;Maracaibo;Venezuela;0;1;1;0;67;VEN;95;BOL;-28
19/11/2003;Brasil;Uruguay;3;3;FIFA World Cup qualification;Curitiba;Brasil;0;0;0;0;1;BRA;20;URU;-19
19/11/2003;Colombia;Argentina;1;1;FIFA World Cup qualification;Barranquilla;Colombia;0;0;0;0;41;COL;4;ARG;37
19/11/2003;Ecuador;Peru;0;0;FIFA World Cup qualification;Quito;Ecuador;0;0;0;0;36;ECU;68;PER;-32
30/3/2004;Argentina;Ecuador;1;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;1;1;0;6;ARG;40;ECU;-34
30/3/2004;Bolivia;Chile;0;2;FIFA World Cup qualification;La Paz;Bolivia;0;-2;0;1;103;BOL;80;CHI;23
31/3/2004;Paraguay;Brasil;0;0;FIFA World Cup qualification;Asunción;Paraguay;0;0;0;0;26;PAR;1;BRA;25
31/3/2004;Peru;Colombia;0;2;FIFA World Cup qualification;Lima;Peru;0;-2;0;1;79;PER;41;COL;38
31/3/2004;Uruguay;Venezuela;0;3;FIFA World Cup qualification;Montevideo;Uruguay;0;-3;0;1;23;URU;54;VEN;-31
28/4/2004;Chile;Peru;1;1;Friendly;Antofagasta;Chile;0;0;0;0;71;CHI;81;PER;-10
1/6/2004;Bolivia;Paraguay;2;1;FIFA World Cup qualification;La Paz;Bolivia;0;1;1;0;103;BOL;25;PAR;78
1/6/2004;Uruguay;Peru;1;3;FIFA World Cup qualification;Montevideo;Uruguay;0;-2;0;1;25;URU;81;PER;-56
1/6/2004;Venezuela;Chile;0;1;FIFA World Cup qualification;San Cristóbal;Venezuela;0;-1;0;1;49;VEN;77;CHI;-28
2/6/2004;Brasil;Argentina;3;1;FIFA World Cup qualification;Belo Horizonte;Brasil;0;2;1;0;1;BRA;5;ARG;-4
2/6/2004;Ecuador;Colombia;2;1;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;41;ECU;36;COL;5
5/6/2004;Ecuador;Bolivia;3;2;FIFA World Cup qualification;Quito;Ecuador;0;1;1;0;41;ECU;103;BOL;-62
6/6/2004;Argentina;Paraguay;0;0;FIFA World Cup qualification;Buenos Aires;Argentina;0;0;0;0;5;ARG;25;PAR;-20
6/6/2004;Chile;Brasil;1;1;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;77;CHI;1;BRA;76
6/6/2004;Colombia;Uruguay;5;0;FIFA World Cup qualification;Barranquilla;Colombia;0;5;1;0;36;COL;25;URU;11
6/6/2004;Peru;Venezuela;0;0;FIFA World Cup qualification;Lima;Peru;0;0;0;0;81;PER;49;VEN;32
27/6/2004;Argentina;Colombia;0;2;Friendly;Miami;USA;1;-2;0;1;5;ARG;37;COL;-32
30/6/2004;Argentina;Peru;2;1;Friendly;East Rutherford;USA;1;1;1;0;5;ARG;72;PER;-67
6/7/2004;Peru;Bolivia;2;2;Copa América;Lima;Peru;0;0;0;0;72;PER;97;BOL;-25
6/7/2004;Venezuela;Colombia;0;1;Copa América;Lima;Peru;1;-1;0;1;50;VEN;37;COL;13
7/7/2004;Argentina;Ecuador;6;1;Copa América;Chiclayo;Peru;1;5;1;0;11;ARG;37;ECU;-26
8/7/2004;Brasil;Chile;1;0;Copa América;Arequipa;Peru;1;1;1;0;1;BRA;66;CHI;-65
9/7/2004;Colombia;Bolivia;1;0;Copa América;Lima;Peru;1;1;1;0;36;COL;99;BOL;-63
9/7/2004;Peru;Venezuela;3;1;Copa América;Lima;Peru;0;2;1;0;75;PER;50;VEN;25
10/7/2004;Uruguay;Ecuador;2;1;Copa América;Chiclayo;Peru;1;1;1;0;32;URU;37;ECU;-5
11/7/2004;Paraguay;Chile;1;1;Copa América;Arequipa;Peru;1;0;0;0;29;PAR;66;CHI;-37
12/7/2004;Peru;Colombia;2;2;Copa América;Trujillo;Peru;0;0;0;0;75;PER;36;COL;39
12/7/2004;Venezuela;Bolivia;1;1;Copa América;Trujillo;Peru;1;0;0;0;50;VEN;99;BOL;-49
13/7/2004;Argentina;Uruguay;4;2;Copa América;Piura;Peru;1;2;1;0;11;ARG;32;URU;-21
14/7/2004;Brasil;Paraguay;1;2;Copa América;Arequipa;Peru;1;-1;0;1;1;BRA;29;PAR;-28
17/7/2004;Peru;Argentina;0;1;Copa América;Chiclayo;Peru;0;-1;0;1;75;PER;11;ARG;64
18/7/2004;Paraguay;Uruguay;1;3;Copa América;Tacna;Peru;1;-2;0;1;29;PAR;32;URU;-3
20/7/2004;Argentina;Colombia;3;0;Copa América;Lima;Peru;1;3;1;0;11;ARG;36;COL;-25
21/7/2004;Uruguay;Brasil;1;1;Copa América;Lima;Peru;1;0;0;0;32;URU;1;BRA;31
24/7/2004;Colombia;Uruguay;1;2;Copa América;Cusco;Peru;1;-1;0;1;36;COL;32;URU;4
25/7/2004;Argentina;Brasil;2;2;Copa América;Lima;Peru;1;0;0;0;11;ARG;1;BRA;10
18/8/2004;Japon;Argentina;1;2;Friendly;Fukuroi;Japon;0;-1;0;1;20;JPN;4;ARG;16
4/9/2004;Peru;Argentina;1;3;FIFA World Cup qualification;Lima;Peru;0;-2;0;1;63;PER;4;ARG;59
5/9/2004;Brasil;Bolivia;3;1;FIFA World Cup qualification;São Paulo;Brasil;0;2;1;0;1;BRA;93;BOL;-92
5/9/2004;Chile;Colombia;0;0;FIFA World Cup qualification;Santiago;Chile;0;0;0;0;66;CHI;28;COL;38
5/9/2004;Paraguay;Venezuela;1;0;FIFA World Cup qualification;Asunción;Paraguay;0;1;1;0;23;PAR;55;VEN;-32
5/9/2004;Uruguay;Ecuador;1;0;FIFA World Cup qualification;Montevideo;Uruguay;0;1;1;0;19;URU;42;ECU;-23
9/10/2004;Argentina;Uruguay;4;2;FIFA World Cup qualification;Buenos Aires;Argentina;0;2;1;0;3;ARG;17;URU;-14
9/10/2004;Bolivia;Peru;1;0;FIFA World Cup qualification;La Paz;Bolivia;0;1;1;0;99;BOL;68;PER;31
9/10/2004;Colombia;Paraguay;1;1;FIFA World Cup qualification;Barranquilla;Colombia;0;0;0;0;28;COL;23;PAR;5
9/10/2004;Venezuela;Brasil;2;5;FIFA World Cup qualification;Maracaibo;Venezuela;0;-3;0;1;59;VEN;1;BRA;58
10/10/2004;Ecuador;Chile;2;0;FIFA World Cup qualification;Quito;Ecuador;0;2;1;0;48;ECU;79;CHI;-31
12/10/2004;Bolivia;Uruguay;0;0;FIFA World Cup qualification;La Paz;Bolivia;0;0;0;0;99;BOL;17;URU;82
